Descrição,Not. autor
Marcia Mayo,
Marcia Molina Fonseca,
Marcia Nabzecki,
Márcia Pereira,
Márcia Queiroz Erthal,
"Marcia, Alberto",S251c
"Marciano, Ada Francesco",
"Marcier, Emeric, 1916-1990",M319
"Marcin, Maurício",
"Márcio Aurélio, 1955-",M319
Marcio Doctors Et Al,
Marcio Pizarro Noronha,
Marcio Sampaio Et Al,
"Marck, Jan Van Der",
"Marcks, Gerhard, 1889-1981",Mg319
"Marclay, Christian, 1955-",
Marco,
"Marco Dorta, Enrique",M321a
Marco Goldin Et Al,
Marco Maia,
Marco Pasqualini de Andrade,
Marco Rodrigues,
Marco Rodrígues Del Camino,
Marco Terranova,
Marco Tizzoni Et Al,
"Marco, Anita Regina Di",SS159
"Marco, Kátia de",
"Marco, Tony de",
Marcobni Drummond,
"Marcoci, Roxana",
"Marcoli, Attilio",M321t
"Marcolin, Neldson",
"Marcolin, Nelson",
"Marcon, 1920-",M321
"Marcon, Aglaé",
"Marconato, Roberto, 1932-",M321
"Marcondes Filho, Ciro",M321e
"Marcondes, Ana Maria Barbosa de Faria",B431m
"Marcondes, Claudio",
"Marcondes, Cláudio A.",
"Marcondes, Cláudio Alves",
"Marcondes, Durval, 1899-1981",
"Marcondes, Geni",
"Marcondes, Guilherme, 1977-",
"Marcondes, J. V. Freitas",M321s
"Marcondes, Luiz Fernando",M321d
"Marcondes, Luiz Fernando Cruz",
"Marcondes, Marcos Antonio",
"Marcondes, Maristela Ribeiro de Almeida",
"Marcondes, Marleine Paula",
"Marcondes, Neide",
"Marcondes, Suian",
Marconi Drummond,
"Marconi, Celso",
"Marconi, Giorgio",
"Marconi, Guglielmo, 1874-1937",
"Marconi, Lorenzo",
"Marconi, Marina de Andrade",M321g
Marcos Antonio Monteiro,
Marcos Cuzziol,
Marcos Hill,
Marcos Hill Et Al,
"Marcos Madureira, Vahan Agopyan, Elza Ajzenberg Et Al",
Marcos Maffei,
Marcos Malgadi,
Marcos Mendonça,
Marcos Moraes,
Marcos Nobre,
Marcos Pinto Braga,
Marcos Rizolli,
Marcos Roda,
Marcos Sá Correia,
Marcos Santos-Silva,
Marcos Villas Boas Et Al,
Marcos Vinícios Vilaça,
"Marcos, Ángel, 1955-",
"Marcos, Gabriel, 1938-",Mg321
"Marcoussis, 1883-1941",Mc321
"Marcoussis, Louis, 1883-1941",
"Marcovitch, Jacques",
"Marcu, Ilie",
"Marcucci, Lorenzo",M322s
"Marcucci, Luigi",
"Marcucci, Luisa",M322m
Marcus Bastos,
"Marcus, Derrick",
"Marcus, George H",
"Marcus, George H.",
Marcy Junqueira,
"Marczynski, Adam, 1908-1985",
"Mardall, Cyril Sjöström, 1909-",
"Marden, Brice, 1938-",M322
"Mardones, Alvaro",
"Mare, Alexandre",
"Maréchal, Claude, 1925-",M323
"Marées, Hans Von, 1837-1887",
"Mareines, Ivo",
"Mareines, Sulamita",
"Marek, Don",M298a
"Marengo, P.",
Mareo Suemasa,
"Marepe, 1970-",
"Maresca, Liliana, 1951-1994",M325
"Marescalchi, Pietro, 1522?-1589",
"Maret, F.",
"Maret, François",D844m
"Marey, Étienne Jules, 1830-1904",
"Marey, Jules Etienne, 1830-1904",
Margaita Sanchez Prieto,
Margaret C.S. Christman,
Margarida Sant'anna,
"Margarido, Heloisa",
"Margarido, Orlando",
Margarita Muñoz,
Margarita Nelken,
"Margelli, Sara",
"Margerie, Emmanuel de",
Margit Rowell,
Margit Rowell: Jean Dubuffet,
"Margolis, Nancy H",
"Margonari, Neide, 1944-",M329
"Margonari, Renzo",
"Margotto, Samira",M329c
"Margozzi, Mariastella",
Margret Dwyer Becker Et Al,
Margrete Sorensen,
Marguerite Duras,
Marguerite Shore,
Marguerite Sirvins,
"Margulies, Marcos",
"Margutti, Flavia Fossa",
"Margutti, Mario",
"Mari, Ana Cecilia",
"Marí, Bartomeu",
"Mari, Enzo, 1932-",
"Mari, Gianni",
"Mari, Giovanni",
"Mari, Luis",
"Mari, Niccola",
Maria,Ma332
"Maria Alice Milliet, Antonio Malta Campos",
"Maria Antonieta, Rainha da França, 1755-1793",
Maria Aparecida Perez,
Mária Aradi-Szencki Et Al,
Maria Arlete Alves da Silva,
Maria Arlete Gonçalves,
María Belén Moncayo,
Maria Betania Galas Et Al,
Maria Carla G. de Araujo Moreira,
Maria Cecília Londres Fonseca,
Maria Cecília Preto R. Almeida,
Maria Cecilia Ramos,
Maria Célia de Almeida Paulillo,
"Maria Célia Monteiro de Barros, Isaac Boy",
Maria Clemencia Rodriguez de Santos,
Maria Cristina Aite,
Maria Cristina da Silva Leme,
Maria Cristina Kormikiari,
Maria Cristina Wolff de Carvalho,
Maria da Graça Mendonça Couto,
Maria da Graça Soto Queiroz,
Maria de Lourdes Mendes de Almeida,
Maria de Lurdes Faro,
"Maria de Medici, Rainha da França, 1573-1642",
María Del Carmen Cerdeira,
Maria Della Costa Et Al,
María Elena Jubrias,
Maria Elisa Tittoni,
Maria Elvira Iriarte,
"Maria Escallón, Ana",
Maria Eugênia Franco,
"Maria Eugênia Mourão, Cecília Ramos",
Maria Germene,
Maria Helena de Magalhães Castro,
Maria Helena Grembecki,
Maria Helena Martins,
Maria Helena Mendes Pinto,
Maria Helena Weber,
Maria Helena Webster,
Maria Heloisa C.T. Ferraz,
Maria Heloisa Corrêa de Toledo Ferraz,
Maria Ignez Mantovani Franco,
Maria Isabel Branco Ribeiro,
"Maria Isabel Branco Ribeiro, José Luis Afonso Hernández",
Maria Isabel Leite,
Maria Isabel Orihuela,
Maria Izabel Branco Ribeiro,
"Maria Izabel Branco Ribeiro, Daisy Peccinini",
Maria Izabel Ribeiro,
Maria Jesus Garcia Puig,
Maria Joâo Leal de Faria,
Maria João Vasconcelos,
María José Bueno Fidel,
Maria José de Mendonça,
Maria José Elias,
"Maria José Justino, Walter de Queiroz Guerreiro, Maria Heloisa Medeiros Mosimann",
María José Salazar Et Al,
Maria Leonor B.S. D'orey,
Maria Lind,
Maria Lluisa Borràs,
Maria Lucia Cavalcanti de Albuquerque Cumo,
Maria Lúcia M. O. Cacciola,
Maria Lucia Montes,
Maria Lúcia Montes Et Al,
Maria Lucilla de Arruda Botelho,
Maria Ludovica Fama Pampaloni,
María Luisa Torrens Et Al,
Maria Luiza Torrens,
Maria Manuela S.O. Mota,
Maria Ortiz,
Maria Pacca,
María Padilla Quirno,
Maria Rita Rogger,
Maria Salete Bento Cicaroni,
Maria Silvia Mourão Netto,
Maria Soledad Alvear Valenzuela,
Maria Stella Scaff Glycerio,
Maria Teresa de Rezende Costa,
Maria Teresa Gomes Ferreira,
Maria Teresa Resende Costa,
María Teresa Solá,
Maria Tereza de La Cruz,
Maria Tereza Pria Olavarrieta,
Maria Thereza de Rezende Costa,
Maria Thereza Rezende Costa,
Maria Virgília Salgado Loureiro,
"Maria, 1900-1973",
"Maria, José, 1935-1985",Mj332
"Maria, Rainha da Escócia, 1542-1587",
"Mariacher, Giovanni",R627m
Mariagrazia Russo,
"Mariam, Fala, 1962-",Mf332
Marian Burleigh-Motley,
"Marianelli, Corinto",
"Mariani, Anna, 1935-2022",M333
"Mariani, Carlo Maria, 1931-",
"Mariani, Eduardo",
"Mariani, Elio, 1943-",Me333
"Mariani, Gianni",
"Mariani, Mario",D545ma
"Mariani, Pedro H.",
"Mariani, Pedro Henrique",
"Mariani, Riccardo",M333r
"Mariani, Umberto, 1936-",
"Mariani, Valerio",
"Mariani-Ducray, Francine",
"Marianno Filho, José",M333i
Mariano,Mr333
Mariano U. Aldaca Et Al,
"Mariano, 1912-1990",
"Mariano, Ciro",
"Mariano, Marcel",
"Mariano, Marise",
"Mariano, Oswaldo",
"Mariátegui, José Carlos",
Mariateresa,
"Mariath, Alexandre, 1954-1993",M333
"Maricato, Ermmínia",
Marie A. Kotrbová,
Marie Anna Kotrbová,
Marie Berhaut,
Marie Louise Schroder,
"Marie Perotti, Oscar Savio",
"Marie, Aristide",BL763m
"Marie, Dalme, 1949-1996",
"Marie, Michel",
Marie-Claude Dane,
Marie-Françoise Haenggli Et Al,
Mariela Provenzali,
"Marie-Laure Bernadac, Hans-Ulrich Obrist",
Marie-Laure de Rochebrune,
Marie-Suzanne Feigel Et Al,
Marie-Therese Lemoyne de Forges,
"Mariéton, Paul",
"Mariette, Jean, 1660-1742",
"Mariette, Pierre-Jean, 1694-1774",
Marie-Yvonne Lapuge-Pettorelli,
"Marighella, Pedro, 1979-",M335
"Marigo, Luiz Claudio, 1950-",M335
"Marijke Van Der Glas, Übersetzungsbüro Monika Foerster",
"Marijnissen, R.-H",
"Marika, Banduk, 1954-",M335
Mariko Mori Studio,
"Mariko, Mori, 1967-",Mm335
Marilena Chaui,
Marilena Pasquali,
Marília Andrés Ribeiro,
Marília Mazzucchelli,
"Marília Mendes, Stephen Berg, Griselda Mársico Et Al",
Marilia Saboya de Albuquerque,
Marília Serra,
Marilisa Rodrigues Rathsam,
Marilisia Rodrigues Rathsam,
"Marilli, Eugenia",
Marilúcia Nucci Vacchiano,
"Marimba, Sergio",
"Marín Medina, José",
"Marin Vivado, Hugo, 1929-",
"Marin, Adriana Encilia",M337a
"Marin, John, 1870-1953",
"Marín, Jonier, 1946-",Mh337
"Marin, Laurène",
"Marin, Louis",P878m
"Marín, Matilde, 1948-",
"Marin, Vivian",
Marina Busignani Reffi,
Marina Colasanti Et Al,
Marina Di Filippo Et Al,
"Marina Ducrey, Richard S. Field, John Klein Et Al",
Marina Ferretti-Bocquillon,
Marina Kater Calabró,
Marina Pugliesi,
Marina Valle,
"Marincola, Paula",
Marine de Weck,
Marinela Pasquali,
"Marinelli, Sergio",MCA986m
"Marinello, Pedro",
"Marinetti Cappa, Benedetta, 1897-1977",
"Marinetti, Filippo Tommaso, 1876-1944",M338
"Maringelli, Francisco, 1959-",Mf338
"Maringelli, Isabel Cristina Ayres da Silva",
"Maringoni, Heloísa",
Marinho Neto,
"Marinho, Ademar",
"Marinho, Airton",M338
"Marinho, Braz, 1961-",
"Marinho, Claudia",
"Marinho, Frances Reynolds",
"Marinho, Jaildo, 1970-",
"Marinho, José Roberto",
"Marinho, Justino, 1949-",
"Marinho, Mariana",
"Marinho, Paulo Henrique Lopes",Cj756m
"Marinho, Roberto, 1904-2003",
"Marini, Adele",M339
"Marini, Giuseppe Luigi",
"Marini, Lu",Ma339p
"Marini, Marino, 1901-1980",M339
"Marini, Maurizio",P878mm
"Marini, Nicollo",M339e
"Marini, Pierpaolo",
"Marini, Remigio",F636s
"Marin-Lavigne, Louis Stanislas, 1797-1860",M339
"Marín-Medina, José",
"Marino C., 1909-",
"Mariño, Antonio",
"Mariño, Beatriz",
"Marino, João",
"Marino, Mari",
"Marino, Marini, 1901-1980",
"Marino, R.",
"Marino, Raul",
"Marinoni, Augusto",
"Marinot, Maurice, 1882-1960",Mm339
"Marinotti, Paolo",A525
"Marins, José Mojica",
"Marins, Paulo César Garcez",
"Marinucci, Bernardino, 1931-",Mb339
"Marinucci, Gloria",
Mario a Del Chiaro,
Mário Filho Et Al,
Mario H. Gradowczyk,
Mario H. Grandowczyk,
Mario Mieli & Margaret,
"Mario Munera, Jorge",
Mario Novaes e Santos de Almeida,
Mário Novais,
Mario Pedini,
Mario Penelope,
Mario Perotti,
Mario Pinca,
Mario Pini,
Mario Portalupi,
Mario Pratesi,
Mario Salmi,
Mário Schenberg,
Mario Sergio Maríngoli,
Mario Socrate,
Mario Tinti,
Mario Valeri Manera,
Mario Zocca,
"Mario, Alberto",M341a
Marion Fleischer,
Marion Fleisher,
"Mariotti, Antonio",
"Mariotti, Fernando, 1891-1969",M342
"Mariotti, Francesco, 1943-",
"Mariotti, Gilberto, 1973-",
"Mariotti, Humberto",
"Mariotti, Ivan",
"Mariotti, Michela Sironi",
"Mariotti, Wilson",
"Maris, Jacob, 1837-1899",
"Maris, Matthias, 1839-1917",
"Maris, Willem, 1844-1910",
Marisa Carvalho,
Marisa Costa,
Marisa Dalai,
"Marisa Flórido, Maria Julia Vieira Pinheiro",
Marisa Mokarzel,
Marisa Veeck,
Marisa Volpi Orlandini,
"Marisa, 1939-",
"Marisol, 1930-2016",
"Marisol, Berthe, 1841-1895",
"Marisot, A.",
Marissol M. Santana e Sabrina Del Bianco,
Maristela Quarenghi de Mello e Silva,
Mari'stella Tristão,
"Maritain, Jacques",
Maritza Uribe de Urdinola,
Mariuccia Galfetti Del Gili,
Marius Van Beek,
"Mariussi, Luciano, 1974-",
Mariusz Hermansdorfer,
"Mariutti, Germano, 1923-2009",
"Mariutti, Marco, 1955-",M343
"Mariuz, Adriano, 1939-2003",M343
"Mariz, Ana Lúcia, 1965-",M343
"Mariz, Vasco",
Mariza Campos da Paz Et Al,
"Marjô, 1911-1999",M344
Marjorie Harth Swain,
Mark A. Kelly,
Mark M. Holeman,
Mark M. Johnson,
Mark Polizzotti,
"Mark, Edward Walhouse, 1817-1895",
"Mark, Lisa",
"Mark, Mary Ellen, 1940-2015",
"Mark, Peter",M345p
"Marketou, Jenny, 1951-",
"Markgraf, Gabriella",
"Markl, D'agoberto L.",
"Marklund, Berto, 1931-",M346
"Marklund, Hans, 1937-",
"Markó, András, 1824-1895",
"Marko, Ksynia",
"Markova, Alicia",
"Markovic, Olga",
"Markowska, Anna",
"Marks, Alfred",
"Marks, Helene",
"Marks, Patricia",
"Marks, Richard",
"Markus, Marcel",
Marla C. Berns,
"Marle, Judy",M818m
"Marle, Raimond Van",M347d
"Marletta, Franco",Ta932m
Marli Matsumoto,
"Marlier, Georges",B474m
"Marlín, Jonier, 1946-",
"Marlow, Tim",
Marly Solanowski,
Marlyn Evans,
"Marmer, Nancy",
"Marmiroli, Renato",
"Marmo, Alena, 1979-",
"Mármol, Julio César",M351
"Marmori, Giancarlo",
"Marmorstein, Dan A.",
"Marmottan, Jules, 1829-1883",
"Marmottan, Paul, 1856-1932",
Marna Brill Anderson,
"Máro, Antonio, 1928-",M354
"Maroi, Lanfranco",M354p
"Marois, Pierre",P878mp
"Marone, Silvio",M354p
"Maroni, Riccardo",
"Marotta, Gino, 1935-2012",M355
"Marpillero, Emma, 1896-1985",
"Marques de Oliveira, João, 1853-1927",
"Marques Filho, Luiz C",M357L
"Marques Filho, Luiz César",
"Marques, Andrea, 1969-",M357
"Marques, Arnaldo",
"Marques, Bernanrdo Castel-Branco",
"Marques, Bernardo, 1899-1962",Mb357
"Marques, Clóvis",
"Marques, Eliza B. de Oliveira",
"Marques, Fabiano, 1970-",Mf357
"Marques, Flávia Lopes",
"Marques, Francisco",
"Marques, Gilcy Rodrigues",
"Marques, Iêda, 1953-",M357
"Marques, Ivan",M357m
"Marques, José",
"Marqués, José Moll",
"Marques, Karina, 1969-",
"Marques, Lourenço",S471
"Marques, Luciana Araujo",
"Marques, Lucimar Mothé Vianna",
"Marques, Ludgero",
"Marques, Luis",
"Marques, Luiz",M357c
"Marques, Luiza Lian",
"Marques, Manuela B. Mena",
"Marques, Maria Eduarda",S324m
"Marques, Maria Laura Bechelle de Azevedo",
"Marques, Maria Luiza Ferguson",
"Marques, Marita, 1955-",
"Marques, Marques",
"Marques, Milton, 1971-",
"Marques, Nelson Salasar",
"Marques, Pedro Neves",
"Marques, Renato",
"Marques, Sátyro, 1935-",Ms357
"Marques, Vera Regina Beltrão",
"Marques, Walda, 1963-",M357
"Marques, Walter",
"Marquet, Albert, 1875-1947",M357
"Marquet, Françoise",
"Marquet, Marcelle",M357m
"Marquetti, Ivan, 1941-2004",Mi357
"Márquez Zerpa, Moraima",
"Marquez, Alberto",
"Márquez, Alfredo, 1963-",
"Márquez, Felipe",
"Márquez, Judith, 1952-1994",
"Marquez, Renata, 1972-",
"Marquez, Roberto, 1959-",
Marquis de La Boessiere-Thiennes,
"Marquise de Pompadour, 1721-1764",
"Marr, Anne",
"Marra, Francesco La, 1710-1780",
"Marrast, Jacques",
"Marrast, Robert",
"Marrero, Mercedes",
"Marret, Bertrand",
"Marri, Germano",
"Marrillier, H. C.",
Marrocos. Ministere Des Affaires Culturelles,
"Marrtin-Méry, Gilberte",
"Marseille, Maire de",
Marsha Hill,
"Marsha Hill, Elisabeth Delange, John H.Taylor Et Al",
Marshal B. Davidson,
Marshall Mcluhan,
"Marshall, Elvyn",
"Marshall, Elvyn Laura",
"Marshall, Keith",
"Marshall, Kerry James, 1955-",
"Marshall, Neil, 1970-",
"Marshall, Nissim",
"Marshall, Richard",
"Marshall, Richard D.",
"Marshall, Rosalind K",
"Marsicano, Alberto",
"Marstboom, Antoon, 1905-1960",
"Marsy, Gaspard, 1624-1681",
Marta Arjona,
Marta Arjona Perez,
Marta de Buono de Baibiene,
Marta Diniz,
Marta Kawano,
Marta Rossetti Batista,
Marta Szabó,
Marta Traba,
"Marta, Karen",
"Martella, Carla, 1945-",
"Martelli, Claudio",
"Martelli, Diego, 1839-1896",
"Martelli, Ugo, 1881-1921",
"Marter, Joan M",C146m
"Martera, Eugenio",
Martha Dias Schlemm,
Martha Gouveia da Cruz,
Martha J. Hoppin,
Martha J. Mcclintock,
Martha Lacerda,
"Martha, Constant",M377d
"Martha, Jules",M375a
"Martí, Jesica",
"Martí, José",
Martica Sawin,
Martien Coppens Et Al,
"Martigny, M. L'abbé",M378d
Martin Bartolome,
"Martín Bernal, O.",
Martin Bonadeo Et Al,
Martin Butlin,
Martin Conway,
"Martín Cruz, Jesús",
"Martín de Argila, María Luisa",
"Martín Galán, Fernando",
Martin Gardner,
"Martín Gonzalez, Juan José",
Martin Hellmold,
Martin James,
"Martin Jr, Waldo e",
"Martin Junior, J. F.",M379
"Martin Kemp, Margaret Walker",
Martin Kunz,
Martin L. Friedman,
Martin L. Friedmann,
Martin Licko,
"Martín Lozano, Luis, 1965-",
Martin Smith,
Martin Urban,
"Martin, Agnes, 1912-2004",M379
"Martin, Alejandro",
"Martin, Alexander, 1931-",
"Martin, Arthur",M379c
"Martín, Belén Galán",
"Martin, Christopher",
"Martin, Courtney J.",
"Martin, Cynthia",
"Martin, Daria, 1973-",
"Martin, Edith Pestana",
"Martin, Eileen",
"Martin, Emily Kathleen, 1903-",
"Martín, Fernando",
"Martin, Florence Beresford, 1908-1984",
"Martin, Fred, 1927-",Mf379
"Martin, Gabriela",
"Martin, Georges",
"Martin, Gregory",
"Martin, Henri Jean Guillaume, 1860-1943",M379
"Martin, Henry",
"Martin, Irene",
"Martin, Jean-Hubert",
"Martin, John Rupert",
"Martin, Kenneth, 1905-1984",M381
"Martin, Kurt",
"Martin, Leandro",
"Martin, Lesley A.",
"Martin, Leslie",
"Martin, Linette",M381s
"Martín, Lola Costi",M379
"Martin, Mary, 1907-1969",M382
"Martin, Nancy, 1934-",Mn382
"Martín, Nereo",
"Martin, Nicolas",
"Martin, Noel",
"Martin, Paul",
"Martin, Phillip, 1927-",Mp382
"Martin, Rebecca",M379t
"Martin, Roland",M382u
"Martin, Ron, 1943-",Mr382
"Martin, Susan",
"Martín, Vicente, 1911-1998",M383
"Martin, Victor Andre Jules, 1832-1906",
"Martinat, Jose Carlos, 1974-",
"Martin-Bouton, Juliette",
"Martín-Calero, Gonzalo, 1952-",Mc379
"Martincek, Martin, 1913-2004",
"Martinceková-Simerová, Ester, 1909-2005",
"Martín-Crosa, Ricardo",
Martine Chatelain-Courtois,
"Martineau, Jane",
"Martineau, Jean",
"Martinell, Afons",
"Martinell, César",G267ma
"Martinelli, Agostino, Séc. 17",
"Martinelli, Marina",
"Martinelli, Mario Gaetano, 1931-",M385
"Martinelli, Pedro, 1950-",M385
"Martinelli, René",
"Martinelli, Sergio, [1957?]-",
"Martinelli, Valenti",Bo697m
"Martinenghi, G. B",M385f
"Martínerz, Juan, 1942-",
"Martínes-Alcocer, Leticia",
"Martinet, Jean-Claude",M357mj
"Martinet, Joseph Alfred, 1821-1871",
"Martinez Almoyna, Julio",M385p
"Martínez Cubells, Enrique, 1874-1947",M385
"Martínez de Aguilar, Ana, 1965-",
"Martínez de La Vega, Zoilo",
"Martinez Domínguez, Chus",
"Martínez Garay, Claudia, 1983-",
"Martínez González, Antonio",
"Martínez Montañés, Juan, 1568-1649",
"Martínez Pedro, Luis, 1910-1989",Mp385
"Martínez Richiez, Luis, 1928-2005",
"Martínez Rivera, María Clara",
"Martinez Rizo, Alfonso",M385u
"Martinez, Aida",
"Martínez, Ángel",
"Martinez, Camilo, 1978-",
"Martinez, Carlos",
"Martinez, Elisa de Souza",
"Martinez, Felipe",
"Martinez, Gabriela",
"Martinez, Gustavo",
"Martínez, Hugo, 1923-",
"Martínez, Ignacio",
"Martinez, Juan a",
"Martínez, Juan, 1942-",Mj385
"Martínez, Magalí",
"Martinez, Mario",
"Martinez, Matthew J.",
"Martínez, Óscar",
"Martínez, Rafael, 1940-",Ma385
"Martínez, Raúl, 1927-1995",
"Martínez, Raymond, 1937-",Mr385
"Martinez, Rosa",
"Martínez, Tomás Eloy",
"Martinez, Vicente, 1956-",
"Martínez-Alcocer, Leticia",
"Martínez-Cañas, María",
"Martinho, Araken",
"Martinho, Patrício, 1964-",
"Martinho, Roberta",
"Martinho, Teté, 1963-",
"Martini, Alberto, 1876-1954",Mt386
"Martini, Arturo, 1889-1947",Mr386
"Martini, F.",
"Martini, Ferdinando",
"Martini, Francesco Di Giorgio, 1439-1502",
"Martini, Herbert e",M386c
"Martini, João",
"Martini, José Xavier",M386o
"Martini, Pietro",C824m
"Martini, Sandro, 1941-",Ms386
"Martini, Simone, 1284-1344",
"Martinie, A. H.",M386
"Martinie, Henri",R692m
"Martin-Méry, Gilberte",
"Martin-Mery, Gilberte Et Al",
"Martino, Edoardo de, 1838-1912",M386
"Martino, Enzo Di",
"Martino, Federico, 1930-",
"Martino, Gaetano",
"Martino, Ludovico, 1933-2011",
"Martinoni, Granfranco",
"Martinón-Torres, Marcos",
"Martinot, Thierry",
"Martinotti, Emilio",M386c
"Martin-Pigalle, Raphaële",
"Martins Filho, Nelson",
"Martins, Adriano",
"Martins, Alberto, 1958-",
"Martins, Aldemir, 1922-2006",Ma386
"Martins, Alexandre",
"Martins, Alice Fátima",
"Martins, Ana Luísa, 1953-",
"Martins, Ana Luiza",
"Martins, Anna Maria, 1924-",
"Martins, Anna Paula",
"Martins, Arjan, 1960-",Ma386
"Martins, Auderi",
"Martins, Bene",
"Martins, Carlos A. Ferreira",
"Martins, Carlos, 1946-",M386
"Martins, Cézar",
"Martins, Claudio, 1948-",
"Martins, Delfim, 1951-",M386
"Martins, Dione",
"Martins, Eliana",
"Martins, Feranda",
"Martins, Fernando Byington Egydio",
"Martins, Fernando, 1911-1965",M386
"Martins, Giovanna, 1956-",
"Martins, Heitor",
"Martins, Helena",
"Martins, Humberto",
"Martins, Itajahy, 1927-1991",M386
"Martins, Ives Gandra da Silva",
"Martins, Jamir",
"Martins, João",
"Martins, João Carlos",
"Martins, Jordan",
"Martins, Jorge, 1940-",Mj386
"Martins, José de Barros",
"Martins, José de Souza",
"Martins, Juca, 1949-",M386
"Martins, Judite",Ai366mj
"Martins, Julio",
"Martins, Leopoldo, 1961-",
"Martins, Liana Bach",
"Martins, Lima",
"Martins, Lincoln Mello",Ap512ma
"Martins, Luciana",Mn386o
"Martins, Luciana Conrado",
"Martins, Luciana, 1967-",
"Martins, Luís",P852m
"Martins, Luís Arrobas",
"Martins, Luís, 1907-1981",
"Martins, M. Camila Duprat F.",
"Martins, Madô",
"Martins, Manoel, 1911-1979",
"Martins, Mara, 1954-",
"Martins, Marcelo M.",
"Martins, Marcio Henrique",
"Martins, Marcos",
"Martins, Marcos André",
"Martins, Maria Helena",
"Martins, Maria Helena Pires",
"Martins, Maria Manuela D'oliveira",
"Martins, Maria, 1900-1973",
"Martins, Mariano Mattos",
"Martins, Marta",Tu926mm
"Martins, Miguel",
"Martins, Mirian Celeste Ferreira Dias",
"Martins, Nara Sílvia Marcondes",
"Martins, Narciso",M386a
"Martins, Nelson",
"Martins, Padre",
"Martins, Patrícia",
"Martins, Paulo César Garcez",S471a
"Martins, Penha Maria Camunhas",
"Martins, Priscilla",
"Martins, Raimund",
"Martins, Raimundo",M386e
"Martins, Ramon, 1981-",M386
"Martins, Ruben, 1929-1968",Mu386
"Martins, Sérgio",
"Martins, Sérgio Bruno",
"Martins, Tarcísio José, 1949-",M386
"Martins, Terezinha de Jesus Marques",
"Martins, Therezinha de Jesus M.",
"Martins, Vera, 1962-",
"Martins, Willyams, 1959-",
"Martins, Wilma, 1934-",Mw386
"Martinuzzi, Napoleone, 1892-1977",
"Mártire, Diana, 1941-",Md386
"Martius, Carl Friedrich Phillip Von, 1794-1868",Mp386
"Marton, José",
"Martonara, Cristina",
"Martorana, Nancy Cristina",
"Martos, Alberto Manzano",
"Marty, Enrique, 1969-",
"Marty, Zoé",
"Martyl, 1917-2013",M288
"Märtz, Martim",
"Marucchi, Orazio",M389c
"Maruki, Iri, 1901-1995",
"Maruki, Toshi, 1912-2000",
"Marulli, Vincenzo, Cavaleiro, 1770-1808",
"Marussi, G",
"Marussi, Garibaldo",
"Marussi, Liana",
"Marussig, Piero, 1879-1937",
"Maruyama, Ryo, 1945-",
Marvin D. Schwartz,
Marvin P. Lazarus,
Marvin Sadik,
Marx Murilo,
"Marx, Antonio Augusto, 1919-",M392
"Marx, Claude Roger",V988m
"Marx, Harald",
"Marx, Karl, 1818-1883",
"Marx, Mina",
"Marx, Murillo",M392c
"Marx, Roger, 1859-1913",
"Marx, Trina",M392t
"Mary, Lorsque Benjamin, 1792-1846",
Maryan,M393
"Maryan, 1927-1977",
"Marye, Simone",
Maryla Sitkowska,
Maryline Assante Di Panzillo,
Maryvonne Lapouge Petorelli,
"Marz, Roland",
"Marz, Roman",
"Marzano, Marziano",
"Marzano, Stefano",
"Marzari-Pencati, Giuseppe, 1779-1836",
"Marzaro, Mirco",
"Marzaro, Mirko",
"Marzatico, Franco",
Marzio Dall'acqua,
"Marzio, Peter C.",
"Marzoli, Paola, 1944-",Mp393
"Marzolla, Fernando, 1964-",
"Marzot, Livio",
"Marzot, Marzio",
"Masaccio, 1401-1428",M394
Masahiko Tanaka,
Masami Shiraishi,
"Masanobu, Masatoshi, 1911-1955",
Masanori Kagioka,
"Masanori, Aoyagi",
Masao Murase,
"Masaro, Cristiano",
Masatoshi Takahashi,
Masayoshi Homma,
Masayuki Kurokawa,
Masayuki Tanaka,
"Mascagni, Paolo, 1755-1816",M395
"Mascalchi, Vittorio, 1935-2010",
"Mascarell, Ferran",
"Mascarenhas, Augusto",
"Mascarenhas, Carlo, 1958-",
"Mascarenhas, Paula",
"Mascarin, Ruth Mascarin",
"Mascaro, Cristiano, 1944-",M395
"Mascaro, Gabriel",Ma395d
"Mascaró, Juan Luis",M395c
"Mascaró, Lucía R. de (Lucía Raffo de Máscaro)",M395L
"Mascaro, Luciana Pelaes",
"Mascaró, Xavier, 1965-",Mx395
"Mascavo, Cristiano",
"Mascelani, Angela",
"Mascelloni, Enrico",
"Mascheroni, Alberto",
"Mascherpa, Giorgio",
